City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
44,Thompson,55.7435,-97.8558,-18.24,76,0,2.3,CA,2022-02-14 01:35:26
45,East London,-33.0153,27.9116,71.31,81,20,9.95,ZA,2022-02-14 01:36:26
46,Tiksi,71.6872,128.8694,-12.42,91,19,10.47,RU,2022-02-14 01:36:27
47,Tual,-5.6667,132.75,80.67,76,76,7.36,ID,2022-02-14 01:36:27
48,Rikitea,-23.1203,-134.9692,79.0,70,3,14.58,PF,2022-02-14 01:36:28
49,Bilibino,68.0546,166.4372,-22.95,98,89,1.5,RU,2022-02-14 01:36:28
50,Carnarvon,-24.8667,113.6333,84.27,74,5,6.91,AU,2022-02-14 01:36:29
51,Wabana,47.6332,-52.9481,33.39,83,100,5.75,CA,2022-02-14 01:36:29
52,Komsomolets,53.7453,62.0708,13.75,97,100,3.49,KZ,2022-02-14 01:36:30
53,Tasiilaq,65.6145,-37.6368,21.36,91,100,20.71,GL,2022-02-14 01:36:30
54,Avarua,-21.2078,-159.775,75.25,88,75,8.05,CK,2022-02-14 01:36:31
55,Murray Bridge,-35.1167,139.2667,93.31,40,3,8.99,AU,2022-02-14 01:36:31
56,Makat,47.6469,53.3463,22.05,90,8,15.26,KZ,2022-02-14 01:36:32
57,Punta Arenas,-53.15,-70.9167,46.11,49,20,13.8,CL,2022-02-14 01:35:17
58,Barrow,71.2906,-156.7887,-27.38,68,0,9.22,US,2022-02-14 01:34:43
59,Wajima,37.4,136.9,39.88,56,40,11.5,JP,2022-02-14 01:36:33
60,Huron,41.1501,-82.5499,17.71,83,100,8.81,US,2022-02-14 01:36:33
61,Atar,20.5169,-13.0499,64.94,20,98,7.9,MR,2022-02-14 01:36:33
62,Ahipara,-35.1667,173.1667,70.84,55,17,11.52,NZ,2022-02-14 01:36:34
63,Ilheus,-14.7889,-39.0494,80.42,89,75,3.44,BR,2022-02-14 01:36:34
64,Jibuti,11.5,42.5,71.02,79,6,6.73,DJ,2022-02-14 01:36:35
65,Banjarmasin,-3.3244,114.591,82.54,63,87,1.54,ID,2022-02-14 01:36:35
66,Thunder Bay,48.4001,-89.3168,3.56,70,75,2.3,CA,2022-02-14 01:36:36
67,Baykit,61.67,96.37,-20.63,100,55,3.56,RU,2022-02-14 01:36:36
68,Nuuk,64.1835,-51.7216,5.61,85,75,5.75,GL,2022-02-14 01:36:37
69,Puerto Ayora,-0.7393,-90.3518,75.54,93,95,3.47,EC,2022-02-14 01:36:37
70,Kozlovka,55.8428,48.2492,16.84,99,99,3.15,RU,2022-02-14 01:36:38
71,Georgetown,5.4112,100.3354,82.33,86,20,5.01,MY,2022-02-14 01:36:25
72,Te Anau,-45.4167,167.7167,68.36,45,100,1.74,NZ,2022-02-14 01:36:39
73,Bethel,41.3712,-73.414,27.48,66,100,6.91,US,2022-02-14 01:36:39
74,Kurilsk,45.2333,147.8833,28.65,63,88,12.06,RU,2022-02-14 01:36:39
75,Upernavik,72.7868,-56.1549,-3.35,96,100,4.47,GL,2022-02-14 01:36:03
76,Turbat,26.0023,63.044,64.8,38,27,10.96,PK,2022-02-14 01:36:41
77,Dikson,73.5069,80.5464,-5.42,88,100,23.17,RU,2022-02-14 01:36:41
78,Tuatapere,-46.1333,167.6833,67.82,51,100,5.68,NZ,2022-02-14 01:36:42
79,Kawalu,-7.3817,108.2082,81.07,76,95,2.06,ID,2022-02-14 01:36:42
80,Kahului,20.8947,-156.47,80.62,63,20,14.97,US,2022-02-14 01:33:03
81,Mabaruma,8.2,-59.7833,70.74,95,98,3.15,GY,2022-02-14 01:36:09
82,Diplo,24.4667,69.584,61.3,70,0,6.91,PK,2022-02-14 01:36:43
83,Talnakh,69.4865,88.3972,-8.05,70,10,8.79,RU,2022-02-14 01:36:43
84,Klaksvik,62.2266,-6.589,32.92,65,100,28.7,FO,2022-02-14 01:36:44
85,Longyearbyen,78.2186,15.6401,15.64,92,75,0.0,SJ,2022-02-14 01:35:15
86,Canico,32.6333,-16.85,62.06,71,40,11.5,PT,2022-02-14 01:36:45
87,Bluff,-46.6,168.3333,67.8,63,100,1.57,NZ,2022-02-14 01:36:45
88,Alyangula,-13.8483,136.4192,82.27,78,75,17.27,AU,2022-02-14 01:36:46
89,Nabinagar,23.8917,90.9733,62.67,63,0,4.61,BD,2022-02-14 01:36:46
90,Kapit,2.0167,112.9333,82.18,74,99,1.95,MY,2022-02-14 01:37:47
91,Saint-Philippe,-21.3585,55.7679,78.39,87,38,11.43,RE,2022-02-14 01:35:39
92,Bengkulu,-3.8004,102.2655,81.36,71,99,2.77,ID,2022-02-14 01:37:47
93,Alipur,29.3846,70.9116,53.69,43,14,9.22,PK,2022-02-14 01:37:48
94,Mar Del Plata,-38.0023,-57.5575,63.88,79,0,0.0,AR,2022-02-14 01:37:48
95,Kaitangata,-46.2817,169.8464,63.09,57,99,6.62,NZ,2022-02-14 01:37:49
96,Katsuura,35.1333,140.3,46.11,68,99,23.6,JP,2022-02-14 01:37:49
97,Shablykino,52.8566,35.1964,18.46,90,22,11.12,RU,2022-02-14 01:37:50
98,Kamenka,51.3223,42.7678,5.52,97,82,6.17,RU,2022-02-14 01:37:50
99,Antofagasta,-23.65,-70.4,67.28,79,82,4.59,CL,2022-02-14 01:36:03
100,Koutiala,12.3917,-5.4642,71.38,15,3,10.13,ML,2022-02-14 01:37:51
101,Port Alfred,-33.5906,26.891,68.83,90,58,15.21,ZA,2022-02-14 01:37:51
102,Provideniya,64.3833,-173.3,-3.64,65,0,8.99,RU,2022-02-14 01:36:47
103,Tessalit,20.1986,1.0114,60.03,23,60,10.8,ML,2022-02-14 01:37:52
104,Caravelas,-17.7125,-39.2481,75.09,91,95,4.72,BR,2022-02-14 01:37:53
105,Esperance,-33.8667,121.9,71.44,59,65,11.14,AU,2022-02-14 01:37:53
106,Lisala,2.15,21.5167,70.32,41,100,1.88,CD,2022-02-14 01:37:53
107,Nikolskoye,59.7035,30.7861,34.92,91,100,11.54,RU,2022-02-14 01:37:54
108,Kavieng,-2.5744,150.7967,84.43,70,84,6.33,PG,2022-02-14 01:36:24
109,Aksarka,66.5606,67.7975,-11.65,99,100,2.35,RU,2022-02-14 01:37:55
110,Udachnyy,66.4167,112.4,-20.24,86,9,1.23,RU,2022-02-14 01:37:55
111,Orumiyeh,37.5527,45.0761,26.15,80,75,6.91,IR,2022-02-14 01:37:56
112,Massakory,12.996,15.7293,71.08,13,64,10.6,TD,2022-02-14 01:37:56
113,Camacha,33.0833,-16.3333,57.96,72,20,2.3,PT,2022-02-14 01:37:57
114,Gryazovets,58.88,40.2525,25.18,93,100,11.3,RU,2022-02-14 01:37:57
115,Oranjemund,-28.55,16.4333,64.02,92,7,9.06,NA,2022-02-14 01:37:58
116,Havre-Saint-Pierre,50.2334,-63.5986,3.2,71,0,11.5,CA,2022-02-14 01:37:59
117,Ketchikan,55.3422,-131.6461,46.38,87,100,4.61,US,2022-02-14 01:37:59
118,Yellowknife,62.456,-114.3525,-17.88,90,40,4.61,CA,2022-02-14 01:37:59
119,Ilulissat,69.2167,-51.1,8.62,66,40,18.41,GL,2022-02-14 01:38:00
120,Atuona,-9.8,-139.0333,77.61,79,17,13.56,PF,2022-02-14 01:38:01
121,Hasaki,35.7333,140.8333,41.29,57,100,28.32,JP,2022-02-14 01:38:01
122,Hithadhoo,-0.6,73.0833,82.09,74,52,12.8,MV,2022-02-14 01:38:02
123,Andra,62.5147,65.8878,-8.55,100,100,2.75,RU,2022-02-14 01:38:02
124,Luderitz,-26.6481,15.1594,71.06,67,1,9.8,NA,2022-02-14 01:38:03
125,Anadyr,64.75,177.4833,-31.52,73,66,11.18,RU,2022-02-14 01:38:03
126,Xudat,41.631,48.681,34.34,79,21,4.25,AZ,2022-02-14 01:38:04
127,Brookhaven,31.5791,-90.4407,40.66,59,0,3.69,US,2022-02-14 01:38:04
128,Port Elizabeth,-33.918,25.5701,66.49,94,100,10.36,ZA,2022-02-14 01:38:05
129,Stavropol,45.0428,41.9733,19.69,86,0,6.71,RU,2022-02-14 01:38:05
130,Praia Da Vitoria,38.7333,-27.0667,57.45,82,40,4.76,PT,2022-02-14 01:38:06
131,Aklavik,68.2191,-135.0107,-24.77,98,100,10.74,CA,2022-02-14 01:38:06
132,Tytuvenai,55.6,23.2,31.91,78,100,12.17,LT,2022-02-14 01:38:07
133,Cockburn Town,21.4612,-71.1419,78.76,73,20,9.22,TC,2022-02-14 01:38:07
134,Vanavara,60.34,102.2797,-19.59,97,35,4.5,RU,2022-02-14 01:39:08
135,Rio Grande,-32.035,-52.0986,64.51,56,0,13.29,BR,2022-02-14 01:35:20
136,Saskylakh,71.9167,114.0833,-17.45,93,20,3.02,RU,2022-02-14 01:39:08
137,Buin,-33.7333,-70.75,72.73,71,1,2.44,CL,2022-02-14 01:39:09
138,Keetmanshoop,-26.5833,18.1333,68.92,83,100,11.5,NA,2022-02-14 01:35:16
139,Margate,51.3813,1.3862,49.71,86,100,10.0,GB,2022-02-14 01:39:10
140,Tuktoyaktuk,69.4541,-133.0374,-29.2,68,75,9.22,CA,2022-02-14 01:36:30
141,Mawlaik,23.6333,94.4167,61.88,42,0,1.3,MM,2022-02-14 01:39:11
142,Suntar,62.1444,117.6319,-10.08,97,100,1.28,RU,2022-02-14 01:39:11
143,Hambantota,6.1241,81.1185,77.34,94,40,9.22,LK,2022-02-14 01:39:11
144,New Norfolk,-42.7826,147.0587,68.67,55,96,1.99,AU,2022-02-14 01:36:48
145,Biak,-0.9131,122.8766,81.73,68,78,0.81,ID,2022-02-14 01:38:17
146,Chokurdakh,70.6333,147.9167,-14.03,97,83,8.32,RU,2022-02-14 01:39:12
147,Lebu,-37.6167,-73.65,57.61,91,98,5.28,CL,2022-02-14 01:39:13
148,Genhe,50.7833,121.5167,-2.2,87,100,2.51,CN,2022-02-14 01:39:13
149,Lieksa,63.3167,30.0167,33.15,98,100,14.16,FI,2022-02-14 01:39:14
150,Dunedin,-45.8742,170.5036,61.81,60,72,8.01,NZ,2022-02-14 01:36:10
151,Ahuimanu,21.4447,-157.8378,80.31,56,0,12.66,US,2022-02-14 01:39:14
152,Port Keats,-14.25,129.55,85.26,64,100,3.18,AU,2022-02-14 01:39:15
153,Palmerston,-12.486,130.9833,90.03,56,20,2.3,AU,2022-02-14 01:39:16
154,Orange Cove,36.6244,-119.3137,80.26,40,0,3.62,US,2022-02-14 01:39:16
155,Leningradskiy,69.3833,178.4167,-16.44,90,77,5.48,RU,2022-02-14 01:35:38
156,Grand-Lahou,5.1367,-5.0242,78.58,84,85,4.72,CI,2022-02-14 01:38:39
157,Belaya Gora,68.5333,146.4167,-15.45,91,98,4.74,RU,2022-02-14 01:39:17
158,Graaff-Reinet,-32.2522,24.5308,66.92,77,100,7.65,ZA,2022-02-14 01:39:18
159,Baudh,20.8416,84.3213,59.41,31,6,1.03,IN,2022-02-14 01:39:18
160,Paamiut,61.994,-49.6678,10.36,90,100,17.74,GL,2022-02-14 01:39:19
161,Kutum,14.2,24.6667,58.08,20,7,8.34,SD,2022-02-14 01:39:19
162,Riyadh,24.6877,46.7219,48.34,34,0,8.37,SA,2022-02-14 01:36:10
163,Crib Point,-38.35,145.2,95.79,76,1,10.2,AU,2022-02-14 01:39:20
164,Middle Valley,35.1959,-85.1847,37.74,57,2,3.0,US,2022-02-14 01:39:20
165,Barra Bonita,-22.4947,-48.5581,82.44,82,0,0.81,BR,2022-02-14 01:39:21
166,San Patricio,28.017,-97.5169,55.49,39,92,8.39,US,2022-02-14 01:39:21
167,Hima,0.2958,30.1804,68.4,60,38,2.24,UG,2022-02-14 01:39:22
168,Miyako,39.6367,141.9525,38.8,38,1,6.71,JP,2022-02-14 01:39:23
169,Mwinilunga,-11.7358,24.4293,61.45,98,100,3.36,ZM,2022-02-14 01:39:23
170,Mount Gambier,-37.8333,140.7667,75.11,50,23,10.36,AU,2022-02-14 01:39:24
171,Pincher Creek,49.4833,-113.952,41.16,52,0,9.22,CA,2022-02-14 01:39:24
